Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
195.3,-11.95,0.79,3.89,44.13,84.75,-27.81,-10.03,1.73,-1.69,49.13,52.25,5.62,stairdescent
195.32,-11.21,0.94,4.3,27.25,77.37,-30.75,-9.91,1.36,-1.35,33.13,59.63,7.37,stairdescent
195.33,-9.23,0.1,4.72,-0.75,63.44,-32.75,-10.45,-0.68,0.16,6.56,66.06,9.94,stairdescent
195.35,-7.14,-0.66,5.35,7.5,69.31,-34.44,-10.41,-1.21,0.52,19.87,63.25,7.0,stairdescent
195.37,-16.9,11.5,6.45,22.31,79.12,-39.63,-9.73,1.5,-7.45,35.25,59.25,6.81,stairdescent
195.38,-2.27,-17.45,0.25,-215.5,-171.69,-84.81,-12.39,11.89,-12.73,90.12,50.44,34.56,stairdescent
195.4,-6.3,-5.19,-5.91,-107.62,-240.5,-17.19,-15.72,-3.82,4.37,-18.87,109.5,19.31,stairdescent
195.43,-1.47,0.75,12.51,23.0,-229.5,15.0,-12.47,-1.61,5.47,65.5,87.87,2.56,stairdescent
195.45,-10.69,2.85,13.0,18.62,-180.37,31.44,-12.9,2.89,3.98,54.63,61.56,1.81,stairdescent
195.46,-4.78,-1.8,10.7,-22.87,-154.12,23.5,-14.89,2.0,2.68,-86.5,73.19,11.0,stairdescent
195.47,-5.78,-1.67,9.5,-20.56,-131.06,24.87,-11.02,-2.66,2.0,-120.69,70.69,10.81,stairdescent
195.49,-3.18,3.39,10.85,-24.56,-100.37,19.69,-14.08,-2.24,6.02,-11.25,86.06,-0.62,stairdescent
195.51,-1.13,-0.28,12.25,-24.44,-80.25,8.31,-18.24,0.35,2.9,38.56,81.5,1.87,stairdescent
195.52,-3.52,-0.05,11.5,-5.25,-31.5,-3.19,-16.43,-0.87,1.43,-4.31,74.06,-2.94,stairdescent
195.53,-4.91,-0.89,9.51,-4.81,-11.13,-1.75,-11.27,-1.21,-3.14,-15.13,70.62,1.31,stairdescent
195.55,-5.82,0.72,8.29,4.81,3.25,2.0,-9.35,2.23,-3.74,-2.56,64.56,-2.0,stairdescent
195.57,-6.07,1.2,7.89,6.75,-4.62,2.06,-9.26,2.98,-3.74,24.69,44.56,-11.56,stairdescent
195.58,-5.76,0.6,8.04,4.44,-11.63,1.69,-10.28,1.46,-3.56,20.87,35.94,-12.19,stairdescent
195.6,-5.48,0.68,8.25,-2.81,-18.62,2.56,-10.5,0.98,-2.43,8.88,28.25,-13.19,stairdescent
195.61,-4.46,1.41,8.84,-2.56,-16.62,2.5,-11.42,0.4,-0.48,-1.37,21.69,-12.19,stairdescent
195.63,-4.64,1.29,8.7,-2.0,-10.0,1.44,-10.49,0.32,-0.86,-2.19,20.19,-10.63,stairdescent
195.65,-5.05,0.61,8.17,-0.25,-2.87,-0.75,-8.98,0.62,-0.97,4.12,18.25,-15.38,stairdescent
195.66,-5.06,0.5,8.19,-1.62,-1.25,-0.69,-8.94,0.67,-0.83,4.44,25.19,-15.94,stairdescent
195.68,-4.97,0.57,8.4,-1.19,0.13,-0.56,-9.47,0.72,-0.15,2.81,30.62,-16.06,stairdescent
195.69,-4.9,0.65,8.35,0.69,4.19,-1.0,-8.95,0.2,0.07,9.44,41.06,-19.69,stairdescent
195.71,-4.96,0.91,8.32,0.37,5.0,-1.06,-9.0,0.55,-0.33,18.06,48.5,-21.69,stairdescent
195.72,-5.2,0.22,8.18,-0.81,8.31,-1.56,-8.55,0.43,-0.84,19.75,58.88,-24.56,stairdescent
195.74,-5.11,0.17,8.21,-2.81,8.0,-1.31,-8.26,-0.03,-0.8,18.12,72.06,-27.0,stairdescent
195.76,-4.79,0.54,8.35,-3.06,10.94,-0.56,-9.32,0.77,0.18,19.25,96.25,-30.75,stairdescent
195.77,-4.81,1.36,8.31,-1.44,26.19,-2.81,-9.14,1.6,0.01,28.69,104.5,-33.25,stairdescent
195.79,-5.14,1.38,8.12,-0.81,31.25,-4.81,-8.56,1.24,-2.62,26.56,113.0,-30.69,stairdescent
195.8,-5.46,0.01,8.38,-4.31,36.25,-6.44,-8.44,-0.68,-3.37,20.62,120.44,-34.88,stairdescent
195.81,-4.95,0.22,8.62,-6.31,31.75,-6.75,-9.32,0.12,-1.75,43.63,132.44,-42.06,stairdescent
195.83,-4.83,0.68,8.36,0.06,31.06,-12.13,-9.55,1.37,-3.21,51.19,144.62,-47.0,stairdescent
195.85,-4.97,0.73,8.07,-14.56,35.81,-21.62,-8.96,-0.45,-4.74,35.44,149.0,-51.63,stairdescent
195.86,-5.47,0.27,8.09,-8.75,35.75,-24.56,-8.25,-0.99,-5.18,54.44,158.0,-56.31,stairdescent
195.88,-5.63,-0.6,8.25,-22.75,54.19,-26.81,-8.73,-0.91,-4.9,63.75,165.56,-62.44,stairdescent
