Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
335.65,-6.91,-1.48,4.59,-32.75,96.69,-33.69,-9.29,-1.79,0.88,-8.19,69.0,-2.25,stairdescent
335.66,-23.4,18.34,8.81,-36.56,113.25,-79.25,-9.5,-2.13,1.11,4.37,65.25,-2.37,stairdescent
335.68,-25.12,-13.19,7.1,-280.31,-42.44,-142.62,-13.19,13.87,-12.11,51.81,46.63,19.0,stairdescent
335.69,-12.69,-5.25,-1.01,-78.69,-245.0,-7.94,-16.23,-2.81,4.25,-16.5,117.0,14.19,stairdescent
335.71,-24.65,4.68,18.11,23.56,-276.12,17.62,-17.79,-4.14,15.84,-18.12,130.37,-2.12,stairdescent
335.72,1.65,0.55,12.4,-15.63,-215.12,24.81,-15.38,-3.76,13.64,42.63,95.0,-18.31,stairdescent
335.74,-7.39,1.94,8.65,-21.5,-154.31,12.06,-14.75,-1.62,0.04,19.06,84.5,-3.44,stairdescent
335.75,-5.48,-3.08,11.05,-6.06,-147.06,20.31,-15.29,-5.76,0.1,-48.31,102.0,2.56,stairdescent
335.77,-6.92,-1.67,10.56,-7.44,-129.62,29.31,-11.27,-3.27,-0.85,-73.37,92.94,1.56,stairdescent
335.79,-5.17,3.9,9.59,-9.25,-116.44,26.19,-18.23,1.72,5.48,17.81,91.37,-8.25,stairdescent
335.8,-0.05,4.13,13.3,3.19,-56.31,4.25,-20.22,1.97,5.45,32.44,88.44,-22.56,stairdescent
335.81,-3.32,0.8,11.18,-9.13,-13.13,-0.37,-19.78,2.79,4.56,-4.62,68.62,-3.06,stairdescent
335.83,-4.93,-0.07,9.09,-2.12,19.12,-5.12,-10.51,-0.76,-2.95,-20.37,73.56,-2.31,stairdescent
335.85,-5.73,1.37,8.14,1.69,20.62,-4.75,-9.87,0.37,-4.16,-12.0,66.87,-0.81,stairdescent
335.86,-6.19,1.79,7.82,0.06,15.13,-6.87,-10.04,1.78,-4.8,22.62,43.31,-7.31,stairdescent
