Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
208.47,-5.75,0.53,7.87,-7.12,20.0,-6.25,-9.19,0.41,-1.88,10.75,100.06,-9.88,rampdescent
208.49,-5.62,0.71,7.93,-6.56,20.87,-8.31,-9.73,0.51,-1.58,23.06,107.56,-9.81,rampdescent
208.5,-5.3,0.82,8.59,-7.31,31.44,-14.69,-10.7,0.7,-1.95,30.31,110.87,-9.88,rampdescent
208.51,-4.9,0.24,8.86,-5.94,40.5,-20.19,-11.17,-1.13,-1.76,37.31,118.44,-8.25,rampdescent
208.53,-5.2,0.1,9.13,1.06,65.5,-28.81,-10.68,-0.44,-2.1,47.19,123.69,-9.06,rampdescent
208.55,-5.62,1.13,9.12,-0.19,76.81,-35.0,-10.65,1.15,-3.01,66.0,136.19,-11.88,rampdescent
208.56,-6.07,1.07,8.57,-21.5,95.25,-49.56,-10.89,1.16,-3.77,51.81,142.94,-10.19,rampdescent
208.58,-5.91,0.79,8.79,-30.12,107.5,-54.94,-11.55,0.08,-2.9,50.5,146.0,-9.56,rampdescent
208.59,-5.52,1.58,9.31,-38.81,136.75,-75.69,-13.71,0.9,-2.74,76.37,157.62,-12.31,rampdescent
208.61,-5.37,2.0,9.48,-66.69,180.94,-108.12,-14.39,0.91,-2.86,79.44,158.56,-13.5,rampdescent
208.62,-5.15,1.85,10.03,-82.37,208.31,-126.37,-15.32,0.86,-2.7,91.62,163.37,-19.06,rampdescent
208.64,-4.73,2.88,10.97,-99.81,233.94,-149.25,-20.44,0.7,2.1,100.37,164.06,-26.44,rampdescent
208.66,-6.67,0.22,14.68,-125.5,306.62,-192.37,-21.63,-0.04,4.1,98.69,177.62,-51.81,rampdescent
208.67,-9.65,-2.33,16.17,-102.56,408.37,-189.94,-19.55,1.15,1.47,89.62,178.44,-63.88,rampdescent
208.69,-10.55,-1.19,16.65,-83.62,453.06,-184.25,-17.67,2.7,1.13,75.56,166.87,-90.19,rampdescent
208.7,-13.45,6.2,14.61,-65.37,498.37,-218.87,-15.77,4.02,1.55,78.19,146.31,-96.5,rampdescent
208.71,-12.62,8.31,13.44,-91.19,482.56,-227.06,-9.18,4.17,-7.11,55.06,79.5,-68.12,rampdescent
208.73,-17.75,10.7,11.54,-153.44,255.19,-170.94,-6.5,3.29,-19.4,-26.87,50.38,-46.81,rampdescent
208.75,-37.82,7.71,37.22,-59.75,37.0,-7.37,-8.56,-0.6,2.97,-114.37,23.44,-43.81,rampdescent
208.76,11.05,11.52,3.14,-27.44,-269.0,189.69,-8.19,1.39,7.75,-71.06,-2.12,-41.31,rampdescent
208.78,9.18,2.33,2.27,-83.62,-234.12,173.44,-3.85,-0.82,2.47,-19.44,-100.31,5.25,rampdescent
208.79,3.39,-5.28,5.09,22.87,-163.31,135.06,-5.55,2.33,-0.72,-79.62,-166.44,30.31,rampdescent
208.81,-1.16,2.42,8.15,118.62,-192.06,113.44,-4.76,0.76,-0.84,-103.69,-191.12,42.94,rampdescent
208.82,-3.67,6.54,8.91,97.06,-226.56,103.31,-4.66,-1.53,-0.78,-64.37,-238.62,54.0,rampdescent
