Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
283.71,-5.01,0.76,8.33,0.13,0.5,0.25,-9.81,-0.56,-0.47,0.56,-0.62,1.31,stairdescent
283.73,-4.97,0.84,8.35,0.13,0.37,0.31,-9.88,-0.45,-0.38,0.62,-0.13,1.44,stairdescent
283.74,-5.01,0.79,8.34,0.13,0.75,0.06,-9.82,-0.47,-0.49,-0.31,-0.56,1.31,stairdescent
283.76,-5.04,0.81,8.35,0.06,0.56,0.06,-9.84,-0.52,-0.55,-0.56,-0.69,1.12,stairdescent
283.78,-5.03,0.78,8.4,-0.06,0.31,0.13,-9.84,-0.53,-0.49,0.19,-1.12,1.06,stairdescent
283.79,-5.02,0.78,8.39,0.06,0.25,0.31,-9.86,-0.55,-0.44,0.56,-1.31,1.19,stairdescent
283.81,-5.04,0.81,8.36,0.13,0.31,0.25,-9.83,-0.48,-0.44,0.19,-1.25,1.06,stairdescent
283.82,-5.04,0.76,8.38,0.19,0.25,0.19,-9.82,-0.52,-0.45,0.13,-1.12,1.19,stairdescent
283.84,-5.01,0.77,8.38,0.25,0.06,0.13,-9.8,-0.57,-0.32,0.44,-0.31,0.81,stairdescent
283.86,-4.99,0.83,8.34,0.44,0.19,0.31,-9.85,-0.46,-0.46,-0.06,-0.13,1,stairdescent
283.88,-5.06,0.78,8.33,0.19,0.31,0.13,-9.83,-0.56,-0.55,-0.31,-0.37,0.94,stairdescent
283.89,-5.03,0.78,8.36,0.25,0.06,0.31,-9.85,-0.53,-0.42,0.31,-0.06,0.56,stairdescent
283.91,-4.99,0.86,8.35,0.13,0.06,0.25,-9.84,-0.42,-0.39,0.62,-0.37,0.75,stairdescent
283.92,-5.04,0.82,8.36,0,0.37,0.19,-9.83,-0.43,-0.49,0,-0.31,0.56,stairdescent
283.94,-5.02,0.8,8.37,-0.06,0.37,0.13,-9.8,-0.52,-0.41,0.13,-0.06,0.25,stairdescent
283.96,-5,0.82,8.36,-0.13,-0.06,0.06,-9.82,-0.44,-0.37,0.5,0.31,-0.19,stairdescent
283.98,-5.02,0.82,8.37,-0.13,-0.13,0.06,-9.84,-0.46,-0.37,-0.31,0.69,-0.06,stairdescent
283.99,-5.01,0.8,8.38,-0.25,0.25,-0.13,-9.84,-0.54,-0.45,-0.62,0.81,0,stairdescent
284.01,-5.01,0.81,8.35,-0.19,0.56,0,-9.84,-0.5,-0.53,0.19,0.62,-0.13,stairdescent
284.02,-4.98,0.86,8.33,-0.25,0.31,0,-9.84,-0.52,-0.45,0.5,0.37,-0.13,stairdescent
284.04,-5.02,0.81,8.38,-0.25,0.62,-0.31,-9.87,-0.5,-0.46,0.19,-0.25,0.13,stairdescent
284.06,-5.05,0.79,8.33,-0.19,0.69,-0.25,-9.8,-0.48,-0.44,-0.31,-0.37,-0.06,stairdescent
284.08,-5.02,0.79,8.35,-0.25,0.5,-0.13,-9.82,-0.49,-0.46,-0.13,0,-0.25,stairdescent
284.09,-5.03,0.8,8.35,-0.19,0.37,-0.19,-9.8,-0.5,-0.38,0.25,0.19,-0.62,stairdescent
284.11,-5.02,0.81,8.35,-0.44,0.25,-0.06,-9.84,-0.46,-0.32,0,0.81,-0.62,stairdescent
284.12,-5.01,0.86,8.35,-0.37,0.56,-0.31,-9.84,-0.45,-0.37,-0.19,0.81,-0.56,stairdescent
284.14,-5.02,0.79,8.38,-0.44,0.94,-0.44,-9.86,-0.55,-0.53,-0.37,1.12,-0.5,stairdescent
284.15,-5.01,0.77,8.39,-0.56,0.56,-0.5,-9.84,-0.57,-0.58,-0.5,0.75,-0.44,stairdescent
284.17,-5.03,0.79,8.36,-0.44,0.56,-0.25,-9.87,-0.52,-0.39,0.31,0.62,-0.56,stairdescent
284.19,-5,0.81,8.39,-0.31,0.44,-0.25,-9.86,-0.44,-0.38,0.62,0.44,-0.31,stairdescent
284.2,-5,0.81,8.39,-0.31,1,-0.37,-9.84,-0.53,-0.47,-0.31,0.37,-0.31,stairdescent
284.22,-5.07,0.77,8.35,-0.37,1.06,-0.44,-9.8,-0.51,-0.45,-0.06,0.69,-0.62,stairdescent
284.23,-5.01,0.82,8.32,-0.44,0.5,-0.37,-9.81,-0.49,-0.4,0.44,0.81,-0.88,stairdescent
284.25,-4.99,0.81,8.34,-0.37,0.75,-0.37,-9.85,-0.5,-0.33,0.06,1.06,-0.62,stairdescent
284.27,-5.03,0.83,8.39,-0.56,1.5,-0.62,-9.85,-0.46,-0.43,-0.19,1.25,-0.5,stairdescent
284.28,-5.08,0.75,8.37,-0.5,1.19,-0.56,-9.81,-0.63,-0.53,-1,1.31,-0.62,stairdescent
284.3,-5.07,0.76,8.37,-0.5,1.12,-0.5,-9.84,-0.52,-0.44,0.56,1.31,-0.81,stairdescent
284.32,-5.05,0.81,8.36,-0.37,1.12,-0.62,-9.84,-0.46,-0.44,0.62,1.12,-0.62,stairdescent
284.33,-5.03,0.82,8.34,-0.31,1.12,-0.62,-9.81,-0.53,-0.44,-0.31,1.19,-0.75,stairdescent
284.35,-5.07,0.78,8.37,-0.44,1.06,-0.37,-9.79,-0.52,-0.46,-0.19,1.44,-0.69,stairdescent
284.36,-5.05,0.79,8.34,-0.37,0.69,-0.44,-9.83,-0.51,-0.5,-0.06,1.69,-0.69,stairdescent
284.38,-5.07,0.79,8.37,-0.37,0.69,-0.44,-9.84,-0.52,-0.53,-0.13,1.69,-1,stairdescent
284.39,-5.08,0.78,8.37,-0.5,0.31,-0.25,-9.85,-0.62,-0.51,-0.25,1.37,-1,stairdescent
