Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
70.6,-5.01,1.38,8.25,0.75,1.56,-0.13,-9.34,0.68,2.63,8.56,12.63,-6.12,stairdescent
70.62,-5.01,1.24,8.33,-0.56,0.62,-0.56,-9.34,0.36,2.66,2.44,15,-6.12,stairdescent
70.63,-5,1.3,8.29,-0.75,0.56,-0.62,-9.36,0.08,2.39,2.44,15.63,-6.56,stairdescent
70.65,-5.07,1.04,8.35,-0.25,0.37,-0.56,-9.4,0.03,2.17,6.25,15.69,-7.25,stairdescent
70.66,-5.07,1.07,8.4,0.31,-0.13,0,-9.53,0.15,2.16,9.38,15.75,-8,stairdescent
70.68,-5.02,1.19,8.39,1.44,-1.25,1.31,-9.52,0.2,2.44,9.75,16.44,-7.94,stairdescent
70.69,-4.94,1.42,8.24,1.81,-1.25,1.62,-9.45,0.38,2.42,10,16.87,-8.25,stairdescent
70.71,-4.99,1.29,8.24,1.25,-1.31,1.12,-9.34,0.23,2.15,6.69,16.37,-7.69,stairdescent
70.72,-4.99,1.23,8.25,0.81,-1.37,1,-9.46,0.08,2.19,5.25,16.25,-7.75,stairdescent
70.74,-4.9,1.26,8.26,0.37,-1.25,0.69,-9.63,0.11,2,9.25,15.75,-8.44,stairdescent
70.75,-5,1.21,8.23,0.37,-1.06,0.44,-9.5,0.01,2.06,11.56,15.44,-8.69,stairdescent
70.77,-4.9,1.25,8.23,0.5,-1.25,0.69,-9.35,0.06,2.3,14.38,16.19,-9.88,stairdescent
70.79,-4.82,1.46,8.25,-0.37,-0.5,0.31,-9.44,0.62,2.51,8.13,17.06,-7.81,stairdescent
70.8,-4.81,1.7,8.15,-2.19,1.06,-1.5,-9.43,0.61,2.43,2.56,17.37,-6.31,stairdescent
70.81,-4.99,1.33,8.26,-3.5,1.81,-2.81,-9.4,0.24,1.92,-3.44,17.25,-4.87,stairdescent
70.83,-5.08,1.05,8.37,-4.37,1.81,-3.06,-9.54,-0.12,2.01,-6.69,17.75,-5.12,stairdescent
70.84,-5.05,1.17,8.32,-3.87,1.44,-2.69,-9.51,0.03,2.02,1.19,19.81,-7.75,stairdescent
70.86,-5.01,1.25,8.31,-3.56,1.06,-2.31,-9.53,0.46,1.86,-3.06,19.75,-7.62,stairdescent
70.87,-5.07,1.2,8.34,-4,0.94,-2.31,-9.58,0.29,1.88,-7.56,19.56,-7.19,stairdescent
70.89,-5.01,1.18,8.3,-3.12,-0.31,-1.44,-9.6,-0.1,1.51,-11.44,18.81,-6.25,stairdescent
70.91,-4.99,1.09,8.33,-2.62,-0.81,-0.88,-9.69,-0.21,1.59,-5.06,19.06,-8.38,stairdescent
70.92,-4.9,1.13,8.34,-2.19,-1,-0.44,-9.57,-0.38,1.65,-3.5,18.87,-8.06,stairdescent
70.94,-4.9,1.05,8.33,-2.19,-0.88,-0.44,-9.53,-0.41,1.52,-0.56,16.87,-7.87,stairdescent
70.95,-5.05,1.04,8.36,-1.56,0.19,-0.13,-9.93,0.02,1.08,-1.25,16.62,-7.5,stairdescent
70.97,-4.97,1.19,8.32,-1,-0.13,0.56,-10.12,0,1.1,-2.37,13.69,-8.19,stairdescent
70.98,-5,1.12,8.34,-1.12,-0.44,0.69,-9.78,-0.33,1.21,-1,11.88,-9,stairdescent
71,-4.97,1.23,8.36,-0.56,-0.81,1.06,-9.73,-0.01,1.54,5,11,-9.5,stairdescent
71.01,-5.11,0.98,8.46,-0.06,-0.62,1.19,-9.84,0.1,1.42,0.81,9.75,-7.94,stairdescent
71.03,-5.01,1.11,8.36,1.62,-1.69,1.87,-9.7,-0.05,1.31,-7.56,9,-7.12,stairdescent
71.04,-4.91,1.25,8.23,0.75,-1.75,1.69,-9.49,-0.28,1.46,-7.25,8.94,-7.12,stairdescent
71.06,-4.82,1.3,8.29,-0.56,-1.19,1,-9.66,-0.22,1.43,-4,9.19,-6.87,stairdescent
71.07,-4.99,1.18,8.32,-0.94,-0.75,0.31,-9.74,-0.12,1.35,-2.25,9.31,-7,stairdescent
71.09,-4.99,1.14,8.31,-1.62,-0.44,-0.06,-9.71,-0.25,1.24,-2,9.38,-7.75,stairdescent
71.11,-4.99,1.13,8.33,-1.37,-0.25,0.13,-9.68,-0.32,1.28,-0.75,9.31,-8.5,stairdescent
71.12,-4.96,1.25,8.32,-1,-1,0.5,-9.6,-0.2,1.57,0.19,9.94,-8.63,stairdescent
71.14,-5.02,1.2,8.36,-1.31,-1.31,0.44,-9.51,0.08,1.53,-6.25,11.81,-7,stairdescent
71.15,-4.9,1.28,8.24,-1.81,-1.81,0.06,-9.4,-0.05,1.62,-12.5,13.19,-5.62,stairdescent
71.17,-4.87,1.11,8.31,-3.62,-1.56,-0.94,-9.55,-0.7,1.28,-19.44,14.88,-3.19,stairdescent
71.18,-4.92,0.99,8.36,-3.87,-1.06,-1.19,-9.7,-0.88,1.14,-16.75,15.81,-2.69,stairdescent
71.21,-4.94,0.91,8.39,-3.19,0.19,-1.12,-9.88,-0.7,0.9,-5.44,16.44,-3.37,stairdescent
71.22,-4.89,1.16,8.32,-1.87,0.94,-0.75,-9.8,-0.29,1.06,4.06,15.19,-5.06,stairdescent
71.24,-4.91,1.47,8.27,-2.12,1.37,-1.44,-9.79,-0.04,1.12,5.56,14.69,-5.31,stairdescent
71.25,-5.22,1.06,8.42,-3.06,0.81,-2.37,-9.63,-0.11,0.75,-5.81,11.88,-4.06,stairdescent
