Timestamp(s),foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,Label
190.3,-4.86,1.22,8.36,0.81,1.44,0.37,-9.27,0.75,3.27,4,15.69,-3.75,stairdescent
190.31,-4.94,1.16,8.4,0.62,1.75,0.13,-9.23,1,3.12,4.06,16.62,-4.56,stairdescent
190.32,-4.96,1.3,8.35,0.44,1.56,0.19,-9.28,0.89,3.13,2.75,17.44,-5.06,stairdescent
190.34,-4.88,1.23,8.34,-0.56,1.37,-0.31,-9.34,0.74,2.96,2.25,18,-5.56,stairdescent
190.35,-4.9,1.16,8.32,-0.94,1.31,-0.62,-9.38,0.66,2.67,1.75,17.87,-5.69,stairdescent
190.37,-5,1.08,8.43,-0.37,0.56,-0.06,-9.4,0.69,2.71,3.25,18.06,-6.44,stairdescent
190.39,-4.94,1.19,8.35,0.56,0.31,0.56,-9.4,0.67,2.78,2.75,18,-6.75,stairdescent
190.4,-4.87,1.16,8.37,0.31,0.62,0.56,-9.39,0.51,2.86,1.94,18.56,-7.19,stairdescent
190.42,-4.94,1.17,8.33,0.31,1.44,0.44,-9.41,0.53,2.67,1.44,18,-7,stairdescent
190.43,-4.89,1.16,8.29,0.31,1.31,0.37,-9.46,0.66,2.81,4,18.75,-7.69,stairdescent
190.45,-4.9,1.22,8.32,-0.62,2.31,-0.25,-9.37,0.81,2.62,4.62,18.44,-7.44,stairdescent
190.46,-4.94,1.26,8.32,-1.19,2.19,-0.44,-9.42,0.81,2.64,1.81,19.37,-7.81,stairdescent
190.48,-4.95,1.11,8.37,-2.31,1.75,-0.81,-9.37,0.67,2.55,-0.69,20.37,-8,stairdescent
190.49,-5,1.2,8.33,-2.5,1.5,-0.88,-9.55,0.53,2.48,-0.56,20.5,-8.31,stairdescent
190.51,-5.06,1.02,8.41,-2.12,1.12,-0.56,-9.46,0.59,2.27,1,21.5,-9.25,stairdescent
190.53,-4.99,1.23,8.33,-1.25,-0.13,0.44,-9.56,0.61,2.39,1.06,21.94,-9.81,stairdescent
190.54,-4.92,1.24,8.33,-1.75,-0.31,0.5,-9.5,0.68,2.5,0,22.94,-9.94,stairdescent
190.55,-4.89,1.35,8.31,-2.87,0.06,-0.44,-9.47,0.72,2.45,-2.56,22.94,-9.44,stairdescent
190.57,-4.9,1.19,8.31,-3.87,0.37,-1.31,-9.55,0.44,2.12,-9,22.87,-7.62,stairdescent
190.59,-4.95,1.13,8.33,-3.87,0.37,-1.31,-9.63,0.3,1.96,-9.19,22.69,-7.87,stairdescent
190.6,-4.92,1.11,8.33,-3.87,0.13,-1.31,-9.71,0.11,2.11,-4.87,22.69,-8.81,stairdescent
190.62,-4.95,1.06,8.37,-3.19,0.75,-1.31,-9.64,0.17,2.06,-2.56,22.37,-9,stairdescent
190.63,-4.99,1.13,8.36,-3.19,0.81,-1.5,-9.59,0.44,1.93,-2.12,22.69,-8.75,stairdescent
190.65,-4.9,1.08,8.34,-3.87,0.56,-1.31,-9.61,0.31,1.92,-4.25,23.19,-8.69,stairdescent
190.66,-4.79,1.13,8.31,-4.19,1.12,-1.56,-9.66,0.05,1.93,-7.12,22.37,-6.69,stairdescent
190.68,-5.01,0.97,8.33,-3.75,2.31,-2.31,-9.78,0.12,1.43,-7.75,20.62,-5.75,stairdescent
190.69,-5.03,1.02,8.31,-3.56,1.94,-2.12,-9.9,0.3,1.5,-6.25,19.19,-6.37,stairdescent
190.71,-4.99,1.08,8.39,-3.94,1.31,-1.62,-9.79,0.28,1.58,-5.44,18.62,-7,stairdescent
190.72,-5,1.04,8.4,-4,1.31,-1.69,-9.84,0.18,1.58,-6.69,15.81,-6.62,stairdescent
190.74,-5.12,0.87,8.46,-2.87,0.19,-1.37,-9.87,0.03,1.55,-6.44,14.81,-6.62,stairdescent
190.75,-5.04,0.93,8.36,-2.12,-0.62,-0.88,-9.77,0.04,1.46,-5.56,12.44,-5.62,stairdescent
190.77,-4.95,0.94,8.33,-1.31,-1.06,-0.25,-9.73,-0.21,1.47,-6.25,13.06,-5.25,stairdescent
190.79,-4.95,0.75,8.43,-0.62,-0.88,0.5,-9.63,-0.28,1.39,-5.44,12.38,-4.69,stairdescent
190.8,-4.96,0.94,8.32,-0.37,-1,0.75,-9.72,-0.04,1.69,-1.44,12.63,-4.87,stairdescent
190.82,-4.91,1.02,8.37,-0.25,-0.37,0.44,-9.77,0.32,1.67,4.37,13.88,-5.5,stairdescent
190.83,-4.98,1.02,8.4,-0.62,-0.06,0.31,-9.83,0.41,1.51,3.62,14.06,-5.06,stairdescent
190.85,-5.01,1.02,8.33,-1.25,-0.94,0.31,-9.47,0.16,1.44,-1.62,14.69,-5.31,stairdescent
190.86,-4.92,1.1,8.35,-1.44,-1.06,0.44,-9.58,0.15,1.54,-1.5,14.81,-5.37,stairdescent
190.87,-4.92,1.05,8.34,-1.75,-0.69,0.06,-9.57,0.21,1.52,-1.06,16.5,-5.37,stairdescent
190.89,-4.94,1.06,8.31,-2.5,-0.5,-0.5,-9.57,-0.01,1.31,-3.44,16.69,-4.56,stairdescent
190.91,-4.95,0.81,8.43,-2.37,-0.37,-0.19,-9.82,-0.26,1.35,-5.56,18.06,-3.12,stairdescent
190.92,-4.9,0.79,8.35,-1.5,-0.25,0.13,-9.73,-0.2,1.51,-0.25,19.5,-2.94,stairdescent
